City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,hadibu,12.65,54.0333,27.49,76,42,0.93,YE,1713756008
300,borogontsy,62.6683,131.1683,1.93,96,84,4.0,RU,1713756008
301,dudinka,69.4058,86.1778,-16.88,93,94,1.12,RU,1713756008
302,arkhangel'sk,64.5401,40.5433,-7.61,91,100,3.46,RU,1713756009
303,singaraja,-8.112,115.0882,29.3,76,99,1.63,ID,1713756009
304,las tablas,7.7667,-80.2833,27.33,76,65,2.4,PA,1713756009
305,paracuru,-3.41,-39.0306,25.19,91,100,2.83,BR,1713756009
306,teknaf,20.8624,92.3058,30.51,71,100,2.73,BD,1713756010
307,pacasmayo,-7.4006,-79.5714,21.27,83,99,3.95,PE,1713756010
308,manacapuru,-3.2997,-60.6206,23.68,94,100,1.35,BR,1713756010
309,murun-kuren,49.6342,100.1625,3.94,32,72,6.23,MN,1713756010
310,sept-iles,50.2001,-66.3821,0.94,90,96,2.05,CA,1713756011
311,wulingyuan,29.3494,110.5441,17.75,83,100,0.63,CN,1713756011
312,la'ie,21.6477,-157.9253,23.13,72,23,7.39,US,1713756011
313,santa ana de yacuma,-13.75,-65.4333,25.86,81,100,2.76,BO,1713756011
314,touros,-5.1989,-35.4608,25.77,90,100,3.6,BR,1713756012
315,ponta delgada,37.7333,-25.6667,16.52,91,100,2.05,PT,1713756012
316,coquimbo,-29.9533,-71.3436,16.72,77,100,1.37,CL,1713756012
317,la passe,45.5549,-0.8967,4.26,85,1,5.15,FR,1713756012
318,prineville,44.2999,-120.8345,8.8,44,15,3.68,US,1713756013
319,el bauga,18.262,33.9081,24.33,39,0,4.0,SD,1713756013
320,puerto baquerizo moreno,-0.9,-89.6,24.45,91,21,4.73,EC,1713756013
321,tulun,54.5611,100.5792,1.46,67,98,4.95,RU,1713756013
322,lompoc,34.6391,-120.4579,12.58,91,0,3.05,US,1713756014
323,punta arenas,-53.15,-70.9167,5.96,82,90,3.76,CL,1713756014
324,usinsk,65.9939,57.5281,-15.83,89,11,3.41,RU,1713756014
325,qarauyl,48.9451,79.255,14.02,54,0,3.64,KZ,1713756014
